id,name,type,date,spotifyurl,imageurl

2bAp2LAAVgN0al3qSI9U0u,Complementary Colors,single,2016-04-22,https://open.spotify.com/album/2bAp2LAAVgN0al3qSI9U0u,https://i.scdn.co/image/0788dcc9dad37e912cf1a6b5f2bcf497830dbcbf

1ncff4m9NnSc8awKikLdYN,Bad At Love Remixes,single,2017-10-06,https://open.spotify.com/album/1ncff4m9NnSc8awKikLdYN,https://i.scdn.co/image/9e8266c40d2ed12a329f500eb0814f71c202cae0

1lGFqNw9G3VGS73I0Dw1Xp,Room 93 (Commentary),album,2014-10-02,https://open.spotify.com/album/1lGFqNw9G3VGS73I0Dw1Xp,https://i.scdn.co/image/3a23234d2e8b5698960b8db4bea9b38db95a5f63

6Q9oWSLNgNd5WStqiPopBO,The Beautiful & Damned,album,2017-12-15,https://open.spotify.com/album/6Q9oWSLNgNd5WStqiPopBO,https://i.scdn.co/image/25e6552068b779a9f637c14e099dc170c6c2ba4e

6NySuONTKK6mtLG0nF80Jr,The Autobiography,album,2017-07-28,https://open.spotify.com/album/6NySuONTKK6mtLG0nF80Jr,https://i.scdn.co/image/d68e4f4cbcfae0563dced190d89400e8a71c6269

45P3DRCqZBw2zJ1LAmEFyE,Down On My Luck,single,2015-02-13,https://open.spotify.com/album/45P3DRCqZBw2zJ1LAmEFyE,https://i.scdn.co/image/9c8e48c2184e9fc0b9deb759ded03a46f87f2773

1mNyXMPB5OhaZYS5qlYZCI,There's Alot Going On,album,2016-06-03,https://open.spotify.com/album/1mNyXMPB5OhaZYS5qlYZCI,https://i.scdn.co/image/6d6e2761acdb767eefa7e28cdcd5559cb21a161c

7jeaGkMUkwTtOZyl98fxtU,No Chill,single,2016-02-19,https://open.spotify.com/album/7jeaGkMUkwTtOZyl98fxtU,https://i.scdn.co/image/a9829da56a0010b673abfeafb23583ca788bc57b

1d98H6bEQhvs6FKsfqTJ4X,I Got This (feat. Logic & Vic Mensa),single,2016-04-14,https://open.spotify.com/album/1d98H6bEQhvs6FKsfqTJ4X,https://i.scdn.co/image/6c4e7ae6cc45d53b1b190e9a37751f4c974747e9

6uc2mIhMTdHNzvz3gfTbik,J.C.A.C.,album,2017-11-13,https://open.spotify.com/album/6uc2mIhMTdHNzvz3gfTbik,https://i.scdn.co/image/6aeb2a2cb817c26ba6490917b5fdb00aa1833822

3iUOGXjvqpVWuqChCUtJ80,The Manuscript,single,2017-06-08,https://open.spotify.com/album/3iUOGXjvqpVWuqChCUtJ80,https://i.scdn.co/image/52db2b608d9992f3ba00ebd94a0d0cbd10e2fb23

4FKCroUOb0VCWrU7ClYtWR,FEELS,album,2017-10-20,https://open.spotify.com/album/4FKCroUOb0VCWrU7ClYtWR,https://i.scdn.co/image/3fd5b2cda97ee24bd94e62333d0f54101666e027

5Axj1xasCyLuanlwvHUwoy,Wilds - EP,album,2017-12-01,https://open.spotify.com/album/5Axj1xasCyLuanlwvHUwoy,https://i.scdn.co/image/4d40341319ed0b7e9906ccb6a81e9882e295e86c

45BXncq1khnA2K4RUsGYwE,U Mad,single,2015-04-20,https://open.spotify.com/album/45BXncq1khnA2K4RUsGYwE,https://i.scdn.co/image/770914a209aca5c9b5ff6e4f07822e90c116e1f7

7EPSaXDYO0MN1LHcFvsqso,Coldplay,single,2017-12-05,https://open.spotify.com/album/7EPSaXDYO0MN1LHcFvsqso,https://i.scdn.co/image/3babd972920935ca7577092baa439dbb2774c5ca

05D0s8eM4Do89nvvi1ptlY,MC (feat. Vic Mensa & Joey Fernandez),single,2017-03-03,https://open.spotify.com/album/05D0s8eM4Do89nvvi1ptlY,https://i.scdn.co/image/643d5487d550d5d08d942f64a6950f1937a1365b

4kMNoh74V3yMpONmQlxYdq,Freedom Is A Word (feat. Vic Mensa),single,2017-12-08,https://open.spotify.com/album/4kMNoh74V3yMpONmQlxYdq,https://i.scdn.co/image/9fdd256e3fc100edc3e68269a8def8bb8e79173e

2vz7MWilufrxz22db307sE,Drive Me Crazy,single,2015-01-27,https://open.spotify.com/album/2vz7MWilufrxz22db307sE,https://i.scdn.co/image/edf841fbb90e10d988ac0fe3fa541681cf1d94b8

3MwxfLMaztuCkOnsrisxGn,From Hood Tales to the Cover of XXL,album,2010-07-20,https://open.spotify.com/album/3MwxfLMaztuCkOnsrisxGn,https://i.scdn.co/image/b740eee9a0468ed29fdb5ee57b3da898c0ba7d5e

43RbK79xoUGDLRlWyKppKM,Gumbo,single,2015-07-01,https://open.spotify.com/album/43RbK79xoUGDLRlWyKppKM,https://i.scdn.co/image/fffec5b3d9350c91e18a23e9b8afeae02a4ea84f

2LEHHurOwauEWms4ATvySl,Do You Know,single,2016-06-24,https://open.spotify.com/album/2LEHHurOwauEWms4ATvySl,https://i.scdn.co/image/5604138ec71a41194070fb5026ea9fffc74c5496

0sicoxq9nmxQL12zGhDnhj,1 Up Top Ahk,album,2017-08-18,https://open.spotify.com/album/0sicoxq9nmxQL12zGhDnhj,https://i.scdn.co/image/f214e9a57baf35c1f5dd88e22db27a1b52e478a2

1BJQlvw5YQAq6gDrLxVb9y,Pay for It (feat. Kendrick Lamar & Chantal),single,2014-10-27,https://open.spotify.com/album/1BJQlvw5YQAq6gDrLxVb9y,https://i.scdn.co/image/cbbca183e808adc9a1187178b95433df304a628c

39DgXKUIBoKIe1QbociPuT,Best Of,album,2017-04-14,https://open.spotify.com/album/39DgXKUIBoKIe1QbociPuT,https://i.scdn.co/image/6427b4adba9d8a23d31554d99a023a8652b71680

6p0P6jSRSlZnmWuoKI24Ct,Cinematic,album,2017-03-25,https://open.spotify.com/album/6p0P6jSRSlZnmWuoKI24Ct,https://i.scdn.co/image/5c530ca2968b110855594db673b15b96f9963a6c

4NVVAhHbhmHhIOk1Vm6O7r,Money Trees Deuce,single,2015-06-02,https://open.spotify.com/album/4NVVAhHbhmHhIOk1Vm6O7r,https://i.scdn.co/image/581598b71c5a9a4c11668737bb21445146b38c47

1fsvlnonD95p6VTEdQ7zJn,90059,album,2015-09-11,https://open.spotify.com/album/1fsvlnonD95p6VTEdQ7zJn,https://i.scdn.co/image/97e82a9faa4b67613e4da7b66f9f5abe8a06837f

28xHN0LY6M4looEckScnsh,The Big Brother,album,2017-09-22,https://open.spotify.com/album/28xHN0LY6M4looEckScnsh,https://i.scdn.co/image/85cf54db9ae70d85b22e5a653e09d1f82a543041

21L6iJHNQA5X0NxH1HYiA2,Momma We Made It,single,2017-08-01,https://open.spotify.com/album/21L6iJHNQA5X0NxH1HYiA2,https://i.scdn.co/image/f214e9a57baf35c1f5dd88e22db27a1b52e478a2

7xhE5lBw5PtSqZPqCmlgKW,The D-Boy Diary: Book 2,album,2016-11-18,https://open.spotify.com/album/7xhE5lBw5PtSqZPqCmlgKW,https://i.scdn.co/image/923645a8436d25c445ae17f1540bb1282a7dd72b

2G3PKovGjfQwTaH74HNj75,The D-Boy Diary (Deluxe Edition),album,2016-11-25,https://open.spotify.com/album/2G3PKovGjfQwTaH74HNj75,https://i.scdn.co/image/a40ea782385df7a6cc8a0ba3be488a19ccdefae3

4O5AEqgcHi8HCjPezVCQhl,E-40 - The D-Boy Diary: Book 2,album,2016-11-25,https://open.spotify.com/album/4O5AEqgcHi8HCjPezVCQhl,https://i.scdn.co/image/acce176c80af351e5f52a4b3f747aabc8ef2ba6d

6bPbKuFNW6Vausf1PExvd9,Follow Me Home,album,2014-11-10,https://open.spotify.com/album/6bPbKuFNW6Vausf1PExvd9,https://i.scdn.co/image/054a1a47ead97811775fb6beae59ef81f0d21e8f

1TQMO6LUxpfQRZzm49lBA7,Intoxicate,single,2017-05-05,https://open.spotify.com/album/1TQMO6LUxpfQRZzm49lBA7,https://i.scdn.co/image/2079c7af040dd992a862cef4d39100c2bbc24e5f

3hnlV3rQf6x93CNwxDxzhj,Generationwhy,single,2016-06-13,https://open.spotify.com/album/3hnlV3rQf6x93CNwxDxzhj,https://i.scdn.co/image/4d22446b9d05828d0fd9970e03e5a32100eb03e4

7wYxgl2BFsmnszxDcFlpKn,In the Morning (Remixes),album,2016-08-26,https://open.spotify.com/album/7wYxgl2BFsmnszxDcFlpKn,https://i.scdn.co/image/77d9766a924a5fbcc2f2f217e610b18bfbe94270

6Xhb46t8f3z8FkuXQAj4UV,GENERATIONWHY,album,2016-07-29,https://open.spotify.com/album/6Xhb46t8f3z8FkuXQAj4UV,https://i.scdn.co/image/fb538d1cbdf42f7cfd9d7e68c7a3141d4c04f5e8

4vhIGbhHfFzaomorwicciE,Generationwhy (Leon Lour Remix),single,2016-11-18,https://open.spotify.com/album/4vhIGbhHfFzaomorwicciE,https://i.scdn.co/image/b124c04902b46bd35ee69cf31d6886f6033ac625

59HMyiOQklJhK3h66hl5Bv,Hometown Girl (Radio Edit),single,2016-08-03,https://open.spotify.com/album/59HMyiOQklJhK3h66hl5Bv,https://i.scdn.co/image/a34801d5dd7c5e5b2ff0b01df71cc1f1f931d557

3iRNPc4WeHUftApqCay4jc,Generationwhy (Louis Futon Remix),single,2016-11-11,https://open.spotify.com/album/3iRNPc4WeHUftApqCay4jc,https://i.scdn.co/image/a5e8f251f1f1f89cd48d0ccb86e270577de97ec8

1WDhKOpkoS9nOvqtMdIPS2,Generationwhy (Big Wild Remix),single,2016-11-18,https://open.spotify.com/album/1WDhKOpkoS9nOvqtMdIPS2,https://i.scdn.co/image/1899846469f611292712c15362186c03e5249ac7

74pFLIRvI3tQSvu7ymPHbr,In the Morning,single,2016-02-26,https://open.spotify.com/album/74pFLIRvI3tQSvu7ymPHbr,https://i.scdn.co/image/805d8b51583627ab85048056629e9bef5059dbdd

0noSiAHeucpfH5PHfr8VhG,Faded (The Remixes),single,2014-09-15,https://open.spotify.com/album/0noSiAHeucpfH5PHfr8VhG,https://i.scdn.co/image/1b83ef42698a5077e4c360cbd1488b34e32f5e48

1X4yodq8QzdlHOf2EgwhWU,Genesis Series,album,2015-11-06,https://open.spotify.com/album/1X4yodq8QzdlHOf2EgwhWU,https://i.scdn.co/image/d60d0e1ece12e72b5722494b6a9fc027775e80f3

4qHAvy9yI4cKdJsjk0e6CL,Hometown Girl,single,2016-07-25,https://open.spotify.com/album/4qHAvy9yI4cKdJsjk0e6CL,https://i.scdn.co/image/fb538d1cbdf42f7cfd9d7e68c7a3141d4c04f5e8

1bkGbCE2lY7N4TNOfea97B,Automatic (Remixes),album,2016-02-19,https://open.spotify.com/album/1bkGbCE2lY7N4TNOfea97B,https://i.scdn.co/image/1fa1b32b322895914bf5b58bd07793df05fbfb0f

3niMyy1EHzOhBwv9awRg5E,stardustexhalemarrakechdreams,album,2017-08-18,https://open.spotify.com/album/3niMyy1EHzOhBwv9awRg5E,https://i.scdn.co/image/8c05c99a3e9466253c3a543aeb5e96967e6d61ac

2obqLApPXd08Dls3OZYENA,Palm of My Hand,single,2016-07-15,https://open.spotify.com/album/2obqLApPXd08Dls3OZYENA,https://i.scdn.co/image/fb538d1cbdf42f7cfd9d7e68c7a3141d4c04f5e8

18LKKbQmRZM0eDpL4zMEMe,Nightcrawler,single,2017-03-15,https://open.spotify.com/album/18LKKbQmRZM0eDpL4zMEMe,https://i.scdn.co/image/0130e9a95a9c7fdde118a13713335167a371347f

1BEHyslbcycCI7tIxdt2fU,Working For It (Nomero Remix),single,2016-02-12,https://open.spotify.com/album/1BEHyslbcycCI7tIxdt2fU,https://i.scdn.co/image/ebea86b108cf5915cb5a0ea3e411a7995b25a210

2t7uaVT2n0EONBsA3Z7nE8,Dreams,single,2017-08-14,https://open.spotify.com/album/2t7uaVT2n0EONBsA3Z7nE8,https://i.scdn.co/image/8c05c99a3e9466253c3a543aeb5e96967e6d61ac

2bV4lSd7zgSIcrV146napi,Feel It Still (ZHU Remix),single,2017-09-01,https://open.spotify.com/album/2bV4lSd7zgSIcrV146napi,https://i.scdn.co/image/8259d14f79a4d475ce8b8d8457bb0c5846ce6ca8

62MtKQxitMKPyeAIvxGukE,Hell of a Time,single,2017-10-31,https://open.spotify.com/album/62MtKQxitMKPyeAIvxGukE,https://i.scdn.co/image/90847e8019cf3f0ee0a80e214720bff11dbcdfdc

4htpQNb8XEJanjPHVQ1k2t,Trap or Die,single,2017-08-02,https://open.spotify.com/album/4htpQNb8XEJanjPHVQ1k2t,https://i.scdn.co/image/4fbbd291db099abd2a238a0d707498ffd5002353

4WYzlvDrTUI3syia8sQJji,Parachute,single,2017-11-07,https://open.spotify.com/album/4WYzlvDrTUI3syia8sQJji,https://i.scdn.co/image/2e6e9c924ccc1038a1fe649d717fd8f38a2450e7

0uDUCadlGHPcUKVtIYB3SL,Favor,single,2017-08-08,https://open.spotify.com/album/0uDUCadlGHPcUKVtIYB3SL,https://i.scdn.co/image/384983c7be3c05198e465740c80265338c9141b0

27lzYOVh3f0K1FuBx63g7s,Roll Up (feat. NSTASIA),single,2017-09-20,https://open.spotify.com/album/27lzYOVh3f0K1FuBx63g7s,https://i.scdn.co/image/d8cb57c93e55a289208d7f2a0d48d69c3f912b0c

3ktTWs3KXp9S11T8OhzjmF,NEW RELIGION,album,2017-11-17,https://open.spotify.com/album/3ktTWs3KXp9S11T8OhzjmF,https://i.scdn.co/image/a6feb545e8b36f61abc528e95dd35d058ae3630e

0vuW40ddivATUPv2YgxJH7,Chains,single,2017-11-14,https://open.spotify.com/album/0vuW40ddivATUPv2YgxJH7,https://i.scdn.co/image/ac860adcf07c2eaad51fbe89ce96c13ee5208879

5SeUaZnTVgMUYl38TYJXMy,Too Good At Goodbyes (Snakehips Remix),single,2017-09-29,https://open.spotify.com/album/5SeUaZnTVgMUYl38TYJXMy,https://i.scdn.co/image/aa026b68aba595173bd4eae47951153244617649

49qNfrOKcLAHwFboqm9VMO,All My Friends - EP,album,2016-04-15,https://open.spotify.com/album/49qNfrOKcLAHwFboqm9VMO,https://i.scdn.co/image/07354e56ba32198134b98804b851e180e22f8e24

7tSNHl6gCeuLj81GZO43Xn,Summer Bummer (Snakehips Remix),single,2017-08-25,https://open.spotify.com/album/7tSNHl6gCeuLj81GZO43Xn,https://i.scdn.co/image/43ff233076d3cbafa66b16da99680f10ba61452a

5cOhR878H8hC3UsxYq5Xyv,All My Friends,single,2015-10-21,https://open.spotify.com/album/5cOhR878H8hC3UsxYq5Xyv,https://i.scdn.co/image/c7cac6cf0fe7c0a9e98b05355f688468923a3b60

6buSUFSCXUIj3DOH3gUoRe,Don't Leave,single,2017-01-06,https://open.spotify.com/album/6buSUFSCXUIj3DOH3gUoRe,https://i.scdn.co/image/547336434ce6b5098ed9dc771f9086c44d78b43b

7D0UP0Hhvu60vfpTJVuIbO,Live from Jazz Cafe London,album,2017-09-08,https://open.spotify.com/album/7D0UP0Hhvu60vfpTJVuIbO,https://i.scdn.co/image/4c2417dba5bf089b22dcbc952cb01f992a6e829b

4RF4OhkM0LYZGeX6ve9CNr,Right Now,single,2017-06-02,https://open.spotify.com/album/4RF4OhkM0LYZGeX6ve9CNr,https://i.scdn.co/image/3431d69e0864f95fa575372139b2417b23a1345c

2BGe2R4RsBOGdzZF7bGglE,Either Way,single,2017-07-28,https://open.spotify.com/album/2BGe2R4RsBOGdzZF7bGglE,https://i.scdn.co/image/c99f0299603b1480e45f7e9cb4881e15af63c1e3

0foMG0HqauruzIFk43eSzG,Cruel,single,2016-07-15,https://open.spotify.com/album/0foMG0HqauruzIFk43eSzG,https://i.scdn.co/image/b2768fc0ecea4506c0291a050b569eedf89c2d42

2Zi57L5oVfkh3ephki8RQI,Days With You,single,2014-08-24,https://open.spotify.com/album/2Zi57L5oVfkh3ephki8RQI,https://i.scdn.co/image/783781866a865ce3a98ee78b83862292e3a8788b

0EMZZtRz6Mqgixl07L4xqI,Either Way (The Remixes),single,2017-10-13,https://open.spotify.com/album/0EMZZtRz6Mqgixl07L4xqI,https://i.scdn.co/image/6fefc747cbb0c574302dcc8cbd29d2628a7499dd

49CwKcYSKNIaU0KySxWYBy,Cruel (Remixes),single,2016-10-28,https://open.spotify.com/album/49CwKcYSKNIaU0KySxWYBy,https://i.scdn.co/image/f70c455986a7cf83ff45a4425ac5881510757971

3SStFwKQqnQMtbMtpdO9Oc,All My Friends (The Remixes),album,2016-04-01,https://open.spotify.com/album/3SStFwKQqnQMtbMtpdO9Oc,https://i.scdn.co/image/0b265978431bb0600202c2cde6df836a41d5c899

1hdWXbfKZ2oIe6vtTRZSFf,immortal (Snakehips Remix),single,2017-06-30,https://open.spotify.com/album/1hdWXbfKZ2oIe6vtTRZSFf,https://i.scdn.co/image/82e8edb799f0b4b0288e2762bc5a26547cebf57d

3nrvKolUeqHsOuGPoew74C,Money On Me,single,2016-04-01,https://open.spotify.com/album/3nrvKolUeqHsOuGPoew74C,https://i.scdn.co/image/749dd741334eac7ba6a4b2b3cf491819cff6021f

2g6Vy9zuQupmFv9Y4AAZ4m,Forever (Pt. II) - EP,album,2015-03-10,https://open.spotify.com/album/2g6Vy9zuQupmFv9Y4AAZ4m,https://i.scdn.co/image/1b563cc894bad0c717b3fe8f2e1e87f81591ce07

5AkcAYOFRcJmKTEcf3aFZS,Days With You (Remixes),single,2014-08-24,https://open.spotify.com/album/5AkcAYOFRcJmKTEcf3aFZS,https://i.scdn.co/image/df4a2cfb5d80de9c7f45f09fb3c2664f2041aaf1

5kNRvjEADryQBiCetUphx0,Don't Leave (Remixes),album,2017-03-24,https://open.spotify.com/album/5kNRvjEADryQBiCetUphx0,https://i.scdn.co/image/8f79119efa952efe71df5bea5cea10ce2f131d2c

6N5Gc4oQGNp05JXfZi8E5H,Into,album,2017-01-27,https://open.spotify.com/album/6N5Gc4oQGNp05JXfZi8E5H,https://i.scdn.co/image/25b7d0d4aa001d65578c21e0f13a5eeea5a5b710

3VOtFn4nuS6eOiwBMnEY2j,Too Fast,single,2016-10-25,https://open.spotify.com/album/3VOtFn4nuS6eOiwBMnEY2j,https://i.scdn.co/image/8ec5d173fd0df022834f66fe2abb165d6dbe96ef

2sm2jOk9k7MB0aYHnrPomp,Seventeen,single,2016-12-20,https://open.spotify.com/album/2sm2jOk9k7MB0aYHnrPomp,https://i.scdn.co/image/0c5cf6e86a33eb520ee091209afcf21013b732e1

41Qi68ZNS78bZQYqVI5vqO,Dat $tick - Single,single,2016-03-11,https://open.spotify.com/album/41Qi68ZNS78bZQYqVI5vqO,https://i.scdn.co/image/5deaa5f0421e7b72dfc685798aeacfabe4570270

2SxxvoihRyD3cXH9gLqzyu,Chaos,single,2017-10-05,https://open.spotify.com/album/2SxxvoihRyD3cXH9gLqzyu,https://i.scdn.co/image/fd4a954fb66bc7f11ca05ac2ce11d68182b50c94

6OZlF1tZNjQ8xFJcNDVEGB,Who That Be (Josh Pan & West1ne Remix),single,2016-12-06,https://open.spotify.com/album/6OZlF1tZNjQ8xFJcNDVEGB,https://i.scdn.co/image/eb7cb763da534bbb5b2dedeffe04ba54acaf17c3

2xO1trXBY80QmgnBxnYr1o,Who That Be - Single,single,2016-08-08,https://open.spotify.com/album/2xO1trXBY80QmgnBxnYr1o,https://i.scdn.co/image/0e32dfd4fdb123277e63b947bc984b668fbe467f

11EkvUQnWlkY6leO9t8Lh0,Dat $tick (Remix) [feat. Ghostface Killah & Pouya],single,2016-10-13,https://open.spotify.com/album/11EkvUQnWlkY6leO9t8Lh0,https://i.scdn.co/image/3eb47f7f8fe114dd6d8c8b26ffa2f110c688d212

1G3ERTD58K1vaIxovTczPT,Back At It,single,2017-04-21,https://open.spotify.com/album/1G3ERTD58K1vaIxovTczPT,https://i.scdn.co/image/bb2595b4648576635fa943bb3b7d40ded8e79bec

79M1nv9rYaZvyt1GmyDAEa,Gospel,single,2017-05-12,https://open.spotify.com/album/79M1nv9rYaZvyt1GmyDAEa,https://i.scdn.co/image/0a2842411b91f601e9aca58d6e0b68bbf5d2e39a

1f1mJVW0CE7KBftBPpOmYs,Crisis (feat. 21 Savage),single,2017-11-09,https://open.spotify.com/album/1f1mJVW0CE7KBftBPpOmYs,https://i.scdn.co/image/32d7141f13b91dba6fef27d0cc8cb02681a626d4

1rP84LtLsPrDB7O7N1WxwL,Glow Like Dat,single,2017-08-15,https://open.spotify.com/album/1rP84LtLsPrDB7O7N1WxwL,https://i.scdn.co/image/fdaf690631c29e5d9c3418eba9b4cfd0b52f9b43

1vFw9y8USQNAmZcpGrUoHt,hopeless fountain kingdom,album,2017-06-02,https://open.spotify.com/album/1vFw9y8USQNAmZcpGrUoHt,https://i.scdn.co/image/bb5cebdf90dc5ccc4a59d683d8994a1f2933b6a2

1prwe5UBiYErRVpAaejWG0,Forever 1 (Cashmere Cat Remix),single,2015-10-15,https://open.spotify.com/album/1prwe5UBiYErRVpAaejWG0,https://i.scdn.co/image/0a153aa73dae24cfa3120076f01b9124eb893f10

2YlwI3RpPqlZJBijZ7C6XO,Men,single,2014-01-01,https://open.spotify.com/album/2YlwI3RpPqlZJBijZ7C6XO,https://i.scdn.co/image/50cca318fc2f726e5c238cc093abf3d9f54b793a

7fyDA8VCB2NDLESZzWzMo8,Mirror Maru (Remixes),album,2013-04-02,https://open.spotify.com/album/7fyDA8VCB2NDLESZzWzMo8,https://i.scdn.co/image/8396524400287f4582fdff919c6891dccfd0cc1a

0MJKZjyc1J6AtJKXArfuGT,Throw Myself A Party,single,2016-12-30,https://open.spotify.com/album/0MJKZjyc1J6AtJKXArfuGT,https://i.scdn.co/image/84008a680290d76de06a6fdd149844036727c439

6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),album,2014-08-25,https://open.spotify.com/album/6EVYTRG1drKdO8OnIQBeEj,https://i.scdn.co/image/b046fb4da06988fd6517bcd56aa78bf8bb2c197d

7GjG91tyHQNGEHzKJaqOi0,hopeless fountain kingdom (Deluxe),album,2017-06-02,https://open.spotify.com/album/7GjG91tyHQNGEHzKJaqOi0,https://i.scdn.co/image/105b7bcf23256527f06c6215825b10edb2cdb418

2AUu16uq0ah6oibdYgS5SD,With Me,single,2013,https://open.spotify.com/album/2AUu16uq0ah6oibdYgS5SD,https://i.scdn.co/image/342261e83d209c8ce8702eccee0befe493471afe

491uNHKV3kcoNlHsR10YPb,Mirror Maru EP,single,2012-10-22,https://open.spotify.com/album/491uNHKV3kcoNlHsR10YPb,https://i.scdn.co/image/2bbbe4483e9a621d33efd0b53a25c1a967a91b72

5xivZcjLNY61bpMVL5NFxN,Trust Nobody,single,2016-09-30,https://open.spotify.com/album/5xivZcjLNY61bpMVL5NFxN,https://i.scdn.co/image/84008a680290d76de06a6fdd149844036727c439

1PrhHIdXQEwFcgoFCWTDCf,Adore,single,2015-06-10,https://open.spotify.com/album/1PrhHIdXQEwFcgoFCWTDCf,https://i.scdn.co/image/18078f425f7e1cf82431687b3d206adb4c544b0e

5HR24TLfeGpDT860C7qka9,9,album,2017-04-28,https://open.spotify.com/album/5HR24TLfeGpDT860C7qka9,https://i.scdn.co/image/ad4cb5004bafbf98174ac034058d4c247cd6948d

1na2fgldVbYPdEaahs7oNY,Wedding Bells EP,single,2014-02-10,https://open.spotify.com/album/1na2fgldVbYPdEaahs7oNY,https://i.scdn.co/image/e05cc3e8942f8af2565053a2fe3cfc5e0e7f17d1

16ScJz7qlR3tkYwqlfBobu,Party Girls,single,2014-01-30,https://open.spotify.com/album/16ScJz7qlR3tkYwqlfBobu,https://i.scdn.co/image/7ee2e4461863dcc186d29715cd4035097849f94c

0y2GYYqeECn86OnfiK6eXX,I Pledge Allegiance to the Grind II,album,2008-07-08,https://open.spotify.com/album/0y2GYYqeECn86OnfiK6eXX,https://i.scdn.co/image/1a0cec56ba08e85ad682c3ac016386d8572f8f08

5ijix1ACNILQOeuJrzgcyN,Against the Odds of Entropy (Remixes),album,2017-12-15,https://open.spotify.com/album/5ijix1ACNILQOeuJrzgcyN,https://i.scdn.co/image/0526fb776735c74b7c1d1f7083f6594aa1941831

0gOctzz2KkN5Laz7t6Uor0,"Big Beast (feat. Bun B, T.I., And Trouble)",single,2012-02-13,https://open.spotify.com/album/0gOctzz2KkN5Laz7t6Uor0,https://i.scdn.co/image/fc2767e8a2d27e819e0ec066e2bc062073c9788b

6Oz2S1Tt5faQeed9Y4rp8y,2 Sides,single,2008-05-13,https://open.spotify.com/album/6Oz2S1Tt5faQeed9Y4rp8y,https://i.scdn.co/image/5ce50b88380ab82ba71c365ca90ff373a517250d

6FtqZFgeAT84TJDpN2qbGk,Killer Mike Chronicles,album,2015-03-31,https://open.spotify.com/album/6FtqZFgeAT84TJDpN2qbGk,https://i.scdn.co/image/e9c2a7289224a6b4cc75109339472f7cb06c6817

1gHmdqiKBlwwJ4qY1wtzQR,Ready Set Go Single,single,2010-12-07,https://open.spotify.com/album/1gHmdqiKBlwwJ4qY1wtzQR,https://i.scdn.co/image/fba834460fae1f1d2db81602799ed352a53720fb

0HdnSbZRI3BB9Ip3nGqrLD,Reagan,single,2012-11-06,https://open.spotify.com/album/0HdnSbZRI3BB9Ip3nGqrLD,https://i.scdn.co/image/bfeeccca8be324cb664354ce312095a31e295a90

179YO0N2ks3rC6qWlKbMGl,Underground Atlanta,album,2009-09-01,https://open.spotify.com/album/179YO0N2ks3rC6qWlKbMGl,https://i.scdn.co/image/4c929d9aab08730d314573c9825dfcb3b656962e

0I2VFkosuGRfni7LnmlxYB,R.A.P. Music,album,2012-05-15,https://open.spotify.com/album/0I2VFkosuGRfni7LnmlxYB,https://i.scdn.co/image/be00a86f38e7e83a711b9a822c7a60ae0caccb1d

4g3prVacBqgPzaiVoIX1it,WHAT UP CUZ,album,2017-09-22,https://open.spotify.com/album/4g3prVacBqgPzaiVoIX1it,https://i.scdn.co/image/052637b508379c8497b8b52e490f36807173bbda

1Ws1iiDCf1CJX4DLkWtEAj,This Ecstatic Cult,single,2016-01-13,https://open.spotify.com/album/1Ws1iiDCf1CJX4DLkWtEAj,https://i.scdn.co/image/a52989b001b4de995650be0c706b755ea7725d1d

5rE9cs673qFtEXeM0Zdt8z,Body Rock,single,2005-09-13,https://open.spotify.com/album/5rE9cs673qFtEXeM0Zdt8z,https://i.scdn.co/image/6912619f9ceed7b73e60086e8284da5d88542b1a

6SrkNLfdYfHDZDHxCed58w,"No One Can Stop Us Now (feat. Prodigy, Killer Mike & Jon Connor)",single,2017-06-20,https://open.spotify.com/album/6SrkNLfdYfHDZDHxCed58w,https://i.scdn.co/image/1c16efdcf2eebe83ac18d206b39c39fe4e115cdf

105DKMawvJxl1imfGlmtiD,The Killer,album,2005,https://open.spotify.com/album/105DKMawvJxl1imfGlmtiD,https://i.scdn.co/image/4b5df80710bea0694f4085a3f799768cc80b1a89

1gvkFTPF1rKpNnbfzitx5T,R.A.P. Music [Instrumentals],album,2012-09-18,https://open.spotify.com/album/1gvkFTPF1rKpNnbfzitx5T,https://i.scdn.co/image/72555518accc3095187a22eae17a9b899175b887

26BmsM9kCoN20PS3R9VFPH,BANGx3,album,2011-11-29,https://open.spotify.com/album/26BmsM9kCoN20PS3R9VFPH,https://i.scdn.co/image/a0fcc038707d99a41c13a544042c0025983c90fa

2Kyq4l9kPk3AphyQeRDYp0,Pots N Pans,single,2017-09-08,https://open.spotify.com/album/2Kyq4l9kPk3AphyQeRDYp0,https://i.scdn.co/image/052637b508379c8497b8b52e490f36807173bbda

6NCXLwH6hMwUiU9d6qYAEc,Pl3dge,album,2011-04-19,https://open.spotify.com/album/6NCXLwH6hMwUiU9d6qYAEc,https://i.scdn.co/image/0824229f9310eba905a0a2595bca0456284247d5

